sample_id,split,label,crack_pixels,pothole_pixels,lane_pixels,image_path
1045838_DF_060_060BDF0030_00577,train,Pothole,0,2447,375908,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1045838_DF_060_060BDF0030_00577/1045838_DF_060_060BDF0030_00577_RAW.jpg
1014651_RS_386_386RS124739_30180,train,Normal,921,0,378076,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014651_RS_386_386RS124739_30180/1014651_RS_386_386RS124739_30180_RAW.jpg
941605_RS_290_290RS070691_00931,train,Pothole,0,25293,366105,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941605_RS_290_290RS070691_00931/941605_RS_290_290RS070691_00931_RAW.jpg
1092859_DF_251_251BDF0052_00695,train,Crack,6292,0,357656,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092859_DF_251_251BDF0052_00695/1092859_DF_251_251BDF0052_00695_RAW.jpg
1084435_DF_080_080BDF0090_01660,train,Pothole,0,1470,328297,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084435_DF_080_080BDF0090_01660/1084435_DF_080_080BDF0090_01660_RAW.jpg
918234_RS_290_290RS294095_24620,train,Crack,6722,0,351569,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918234_RS_290_290RS294095_24620/918234_RS_290_290RS294095_24620_RAW.jpg
1082972_DF_080_080BDF0070_03191,train,Crack,9282,0,363505,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1082972_DF_080_080BDF0070_03191/1082972_DF_080_080BDF0070_03191_RAW.jpg
883243_RS_290_290RS150131_16945,val,Pothole,0,22770,338597,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883243_RS_290_290RS150131_16945/883243_RS_290_290RS150131_16945_RAW.jpg
765237_ES_259_259ES000000_00285,val,Normal,1135,0,402816,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/765237_ES_259_259ES000000_00285/765237_ES_259_259ES000000_00285_RAW.jpg
919241_RS_290_290RS294095_29655,val,Crack,7560,0,359301,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919241_RS_290_290RS294095_29655/919241_RS_290_290RS294095_29655_RAW.jpg
1081508_DF_080_080BDF0070_00331,train,Crack,7143,0,350415,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081508_DF_080_080BDF0070_00331/1081508_DF_080_080BDF0070_00331_RAW.jpg
1092904_DF_251_251BDF0052_00775,train,Crack,22461,0,362064,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092904_DF_251_251BDF0052_00775/1092904_DF_251_251BDF0052_00775_RAW.jpg
1084476_DF_080_080BDF0090_01732,train,Crack,6417,0,355936,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084476_DF_080_080BDF0090_01732/1084476_DF_080_080BDF0090_01732_RAW.jpg
917115_RS_290_290RS294095_19025,train,Crack,9007,0,356947,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917115_RS_290_290RS294095_19025/917115_RS_290_290RS294095_19025_RAW.jpg
1025819_RS_386_386RS169832_08835,val,Pothole,0,253,411590,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025819_RS_386_386RS169832_08835/1025819_RS_386_386RS169832_08835_RAW.jpg
1092901_DF_251_251BDF0052_00770,train,Crack,6281,0,370545,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092901_DF_251_251BDF0052_00770/1092901_DF_251_251BDF0052_00770_RAW.jpg
1092540_DF_251_251BDF0052_00142,val,Crack,11725,0,370597,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092540_DF_251_251BDF0052_00142/1092540_DF_251_251BDF0052_00142_RAW.jpg
1014785_RS_386_386RS124739_30851,train,Pothole,979,6467,401084,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014785_RS_386_386RS124739_30851/1014785_RS_386_386RS124739_30851_RAW.jpg
1093100_DF_251_251BDF0052_01120,train,Crack,7692,0,330330,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093100_DF_251_251BDF0052_01120/1093100_DF_251_251BDF0052_01120_RAW.jpg
1055711_DF_020_020BDF0070_09455,train,Pothole,346,733,380144,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1055711_DF_020_020BDF0070_09455/1055711_DF_020_020BDF0070_09455_RAW.jpg
1092318_DF_251_251BDF0490_01903,train,Pothole,12345,701,360988,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092318_DF_251_251BDF0490_01903/1092318_DF_251_251BDF0490_01903_RAW.jpg
883130_RS_290_290RS150131_16380,val,Pothole,0,22713,362479,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883130_RS_290_290RS150131_16380/883130_RS_290_290RS150131_16380_RAW.jpg
941901_RS_290_290RS070691_02410,train,Pothole,0,4577,351938,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941901_RS_290_290RS070691_02410/941901_RS_290_290RS070691_02410_RAW.jpg
1055780_DF_020_020BDF0070_09584,train,Crack,9330,0,366502,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1055780_DF_020_020BDF0070_09584/1055780_DF_020_020BDF0070_09584_RAW.jpg
916652_RS_290_290RS294095_16711,val,Pothole,5371,1022,351697,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916652_RS_290_290RS294095_16711/916652_RS_290_290RS294095_16711_RAW.jpg
884193_RS_290_290RS150131_21695,val,Pothole,0,15687,370880,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/884193_RS_290_290RS150131_21695/884193_RS_290_290RS150131_21695_RAW.jpg
941928_RS_290_290RS070691_02546,train,Pothole,0,10041,352478,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941928_RS_290_290RS070691_02546/941928_RS_290_290RS070691_02546_RAW.jpg
1090167_DF_070_070BDF0050_05616,train,Normal,659,0,352153,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1090167_DF_070_070BDF0050_05616/1090167_DF_070_070BDF0050_05616_RAW.jpg
1014841_RS_386_386RS124739_31130,train,Crack,20410,0,380038,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014841_RS_386_386RS124739_31130/1014841_RS_386_386RS124739_31130_RAW.jpg
916949_RS_290_290RS294095_18195,train,Pothole,819,1192,338924,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916949_RS_290_290RS294095_18195/916949_RS_290_290RS294095_18195_RAW.jpg
916435_RS_290_290RS294095_15626,train,Crack,3447,0,348049,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916435_RS_290_290RS294095_15626/916435_RS_290_290RS294095_15626_RAW.jpg
1092885_DF_251_251BDF0052_00741,train,Crack,2068,0,353036,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092885_DF_251_251BDF0052_00741/1092885_DF_251_251BDF0052_00741_RAW.jpg
1092293_DF_251_251BDF0490_01855,train,Pothole,1112,4247,360782,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092293_DF_251_251BDF0490_01855/1092293_DF_251_251BDF0490_01855_RAW.jpg
1014682_RS_386_386RS124739_30335,train,Crack,9416,0,403932,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014682_RS_386_386RS124739_30335/1014682_RS_386_386RS124739_30335_RAW.jpg
883247_RS_290_290RS150131_16965,val,Pothole,0,10289,337412,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883247_RS_290_290RS150131_16965/883247_RS_290_290RS150131_16965_RAW.jpg
917772_RS_290_290RS294095_22312,train,Crack,6129,0,371120,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917772_RS_290_290RS294095_22312/917772_RS_290_290RS294095_22312_RAW.jpg
1081499_DF_080_080BDF0070_00313,train,Crack,7192,0,338367,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081499_DF_080_080BDF0070_00313/1081499_DF_080_080BDF0070_00313_RAW.jpg
1014649_RS_386_386RS124739_30170,train,Pothole,4590,15042,371685,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014649_RS_386_386RS124739_30170/1014649_RS_386_386RS124739_30170_RAW.jpg
917531_RS_290_290RS294095_21105,val,Crack,4567,0,351397,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917531_RS_290_290RS294095_21105/917531_RS_290_290RS294095_21105_RAW.jpg
1081908_DF_080_080BDF0070_01067,train,Crack,6976,0,341633,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081908_DF_080_080BDF0070_01067/1081908_DF_080_080BDF0070_01067_RAW.jpg
917066_RS_290_290RS294095_18780,train,Pothole,0,1820,336083,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917066_RS_290_290RS294095_18780/917066_RS_290_290RS294095_18780_RAW.jpg
1081515_DF_080_080BDF0070_00344,val,Crack,6062,0,346665,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081515_DF_080_080BDF0070_00344/1081515_DF_080_080BDF0070_00344_RAW.jpg
1081605_DF_080_080BDF0070_00508,val,Crack,2685,0,331846,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081605_DF_080_080BDF0070_00508/1081605_DF_080_080BDF0070_00508_RAW.jpg
994581_RS_386_386RS191729_09670,val,Crack,17414,0,357863,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994581_RS_386_386RS191729_09670/994581_RS_386_386RS191729_09670_RAW.jpg
1081769_DF_080_080BDF0070_00808,train,Pothole,239,284,349885,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081769_DF_080_080BDF0070_00808/1081769_DF_080_080BDF0070_00808_RAW.jpg
1014702_RS_386_386RS124739_30435,train,Crack,4822,0,391876,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014702_RS_386_386RS124739_30435/1014702_RS_386_386RS124739_30435_RAW.jpg
994528_RS_386_386RS191729_09405,train,Pothole,872,14856,361271,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994528_RS_386_386RS191729_09405/994528_RS_386_386RS191729_09405_RAW.jpg
765245_ES_259_259ES000000_00325,train,Normal,364,0,403524,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/765245_ES_259_259ES000000_00325/765245_ES_259_259ES000000_00325_RAW.jpg
916304_RS_290_290RS294095_14970,val,Normal,290,0,365537,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916304_RS_290_290RS294095_14970/916304_RS_290_290RS294095_14970_RAW.jpg
916611_RS_290_290RS294095_16505,train,Pothole,0,1144,349705,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916611_RS_290_290RS294095_16505/916611_RS_290_290RS294095_16505_RAW.jpg
919168_RS_290_290RS294095_29290,train,Crack,9443,0,369050,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919168_RS_290_290RS294095_29290/919168_RS_290_290RS294095_29290_RAW.jpg
1045837_DF_060_060BDF0030_00575,train,Pothole,0,602,375330,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1045837_DF_060_060BDF0030_00575/1045837_DF_060_060BDF0030_00575_RAW.jpg
1053992_DF_020_020BDF0070_06266,train,Pothole,13765,6856,365180,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1053992_DF_020_020BDF0070_06266/1053992_DF_020_020BDF0070_06266_RAW.jpg
1014879_RS_386_386RS124739_31320,train,Crack,21183,0,386498,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014879_RS_386_386RS124739_31320/1014879_RS_386_386RS124739_31320_RAW.jpg
1093258_DF_251_251BDF0052_01429,train,Crack,4350,0,363159,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093258_DF_251_251BDF0052_01429/1093258_DF_251_251BDF0052_01429_RAW.jpg
1053909_DF_020_020BDF0070_06111,val,Crack,2565,0,366816,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1053909_DF_020_020BDF0070_06111/1053909_DF_020_020BDF0070_06111_RAW.jpg
1092823_DF_251_251BDF0052_00633,train,Crack,3709,0,337217,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092823_DF_251_251BDF0052_00633/1092823_DF_251_251BDF0052_00633_RAW.jpg
1014658_RS_386_386RS124739_30216,train,Pothole,1759,1224,387960,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014658_RS_386_386RS124739_30216/1014658_RS_386_386RS124739_30216_RAW.jpg
994094_RS_386_386RS191729_07236,train,Crack,11830,0,370407,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994094_RS_386_386RS191729_07236/994094_RS_386_386RS191729_07236_RAW.jpg
917216_RS_290_290RS294095_19530,train,Pothole,13917,992,369680,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917216_RS_290_290RS294095_19530/917216_RS_290_290RS294095_19530_RAW.jpg
917389_RS_290_290RS294095_20395,train,Crack,8933,0,338687,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917389_RS_290_290RS294095_20395/917389_RS_290_290RS294095_20395_RAW.jpg
1092799_DF_251_251BDF0052_00590,train,Crack,3614,0,343334,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092799_DF_251_251BDF0052_00590/1092799_DF_251_251BDF0052_00590_RAW.jpg
1014745_RS_386_386RS124739_30651,train,Normal,1077,0,387200,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014745_RS_386_386RS124739_30651/1014745_RS_386_386RS124739_30651_RAW.jpg
1077247_DF_251_251BDF0530_05027,train,Crack,14595,0,349324,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077247_DF_251_251BDF0530_05027/1077247_DF_251_251BDF0530_05027_RAW.jpg
1008560_RS_386_386RS289112_33725,train,Crack,8030,0,343363,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1008560_RS_386_386RS289112_33725/1008560_RS_386_386RS289112_33725_RAW.jpg
1084344_DF_080_080BDF0090_01499,train,Crack,3260,0,320039,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084344_DF_080_080BDF0090_01499/1084344_DF_080_080BDF0090_01499_RAW.jpg
1081514_DF_080_080BDF0070_00342,train,Crack,16952,0,332020,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081514_DF_080_080BDF0070_00342/1081514_DF_080_080BDF0070_00342_RAW.jpg
1092063_DF_251_251BDF0490_01436,train,Crack,9907,0,368923,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092063_DF_251_251BDF0490_01436/1092063_DF_251_251BDF0490_01436_RAW.jpg
883271_RS_290_290RS150131_17085,train,Pothole,0,66302,338932,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883271_RS_290_290RS150131_17085/883271_RS_290_290RS150131_17085_RAW.jpg
917096_RS_290_290RS294095_18930,train,Crack,8147,0,358832,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917096_RS_290_290RS294095_18930/917096_RS_290_290RS294095_18930_RAW.jpg
1092861_DF_251_251BDF0052_00699,train,Crack,10379,0,365237,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092861_DF_251_251BDF0052_00699/1092861_DF_251_251BDF0052_00699_RAW.jpg
1025911_RS_386_386RS169832_09295,train,Crack,4262,0,377344,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025911_RS_386_386RS169832_09295/1025911_RS_386_386RS169832_09295_RAW.jpg
1092500_DF_251_251BDF0052_00070,train,Crack,7386,0,331870,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092500_DF_251_251BDF0052_00070/1092500_DF_251_251BDF0052_00070_RAW.jpg
1091870_DF_251_251BDF0490_01076,train,Crack,4631,0,358805,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091870_DF_251_251BDF0490_01076/1091870_DF_251_251BDF0490_01076_RAW.jpg
1094261_DF_251_251BDF0052_03241,train,Crack,4732,0,356953,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1094261_DF_251_251BDF0052_03241/1094261_DF_251_251BDF0052_03241_RAW.jpg
1014897_RS_386_386RS124739_31410,train,Crack,21051,0,386112,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014897_RS_386_386RS124739_31410/1014897_RS_386_386RS124739_31410_RAW.jpg
917563_RS_290_290RS294095_21265,train,Normal,405,0,351339,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917563_RS_290_290RS294095_21265/917563_RS_290_290RS294095_21265_RAW.jpg
917090_RS_290_290RS294095_18900,train,Normal,644,0,348288,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917090_RS_290_290RS294095_18900/917090_RS_290_290RS294095_18900_RAW.jpg
1091732_DF_251_251BDF0490_00815,train,Crack,3192,0,360514,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091732_DF_251_251BDF0490_00815/1091732_DF_251_251BDF0490_00815_RAW.jpg
918387_RS_290_290RS294095_25385,train,Crack,5434,0,354755,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918387_RS_290_290RS294095_25385/918387_RS_290_290RS294095_25385_RAW.jpg
1054896_DF_020_020BDF0070_07944,train,Crack,2066,0,366780,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1054896_DF_020_020BDF0070_07944/1054896_DF_020_020BDF0070_07944_RAW.jpg
1081495_DF_080_080BDF0070_00305,train,Crack,13543,0,334139,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081495_DF_080_080BDF0070_00305/1081495_DF_080_080BDF0070_00305_RAW.jpg
883045_RS_290_290RS150131_15955,train,Pothole,0,9062,346865,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883045_RS_290_290RS150131_15955/883045_RS_290_290RS150131_15955_RAW.jpg
